"spkid","full_name","name","neo","pha","diameter","e","a","q","i","om","w","ma","ad","tp"
3829463,"       (2018 RJ7)",,Y,Y,,0.6447,2.674,0.950,4.05,135.96,296.37,126.10,4.40,2460040.98
3831075,"       (2018 SX2)",,Y,Y,,0.2967,1.353,0.951,10.74,351.09,338.29,328.06,1.75,2460651.50
3831077,"       (2018 SK3)",,Y,Y,,0.7010,2.602,0.778,34.03,353.27,124.83,134.38,4.43,2460028.39
3831203,"       (2018 TO1)",,Y,Y,,0.3960,1.535,0.927,3.65,91.20,218.64,91.80,2.14,2460423.40
3831471,"       (2018 TY2)",,Y,Y,,0.8420,2.288,0.362,4.61,272.86,249.22,229.75,4.21,2461057.85
3831479,"       (2018 TF3)",,Y,Y,,0.7173,2.132,0.603,6.87,51.55,76.62,312.28,3.66,2460751.26
3831884,"       (2018 UY)",,Y,Y,,0.5313,1.249,0.585,1.75,72.44,114.62,7.44,1.91,2460589.97
3831888,"       (2018 UA1)",,Y,Y,,0.6244,2.528,0.950,18.45,358.94,348.31,184.27,4.11,2461317.03
3831916,"       (2018 UQ1)",,Y,Y,,0.4915,1.614,0.821,1.62,254.30,220.05,299.62,2.41,2460726.10
3835509,"       (2018 UC2)",,Y,Y,,0.4101,1.576,0.930,31.32,209.66,134.69,26.59,2.22,2460547.13
3836084,"       (2018 VG3)",,Y,Y,,0.6502,1.509,0.528,6.00,355.94,283.58,127.98,2.49,2460359.89
3836308,"       (2018 WR1)",,Y,Y,,0.6461,2.252,0.797,15.17,274.59,244.86,243.50,3.71,2460999.84
3836663,"       (2018 WP2)",,Y,Y,,0.5222,1.943,0.929,7.90,55.06,309.60,78.34,2.96,2460385.16
3836731,"       (2018 WE3)",,Y,Y,,0.6610,2.728,0.925,8.71,240.66,159.47,119.91,4.53,2460052.38
3836727,"       (2018 XR)",,Y,Y,,0.6656,2.155,0.721,20.53,78.22,114.56,280.60,3.59,2460855.37
3836888,"       (2018 XY3)",,Y,Y,,0.6197,2.102,0.799,20.29,80.69,108.35,313.34,3.40,2460744.78
3836920,"       (2018 XG5)",,Y,Y,,0.6234,2.433,0.916,12.92,215.49,320.63,165.80,3.95,2459962.02
3836936,"       (2018 XV5)",,Y,Y,,0.6335,2.585,0.947,11.23,154.89,161.18,192.21,4.22,2461308.02
3836942,"       (2018 YH)",,Y,Y,,0.2639,1.119,0.824,11.92,320.48,245.74,255.42,1.41,2460726.17
3837522,"       (2018 YJ2)",,Y,Y,,0.4039,1.161,0.692,6.51,65.07,293.41,281.73,1.63,2460699.87
3837596,"       (2019 AV2)",,Y,Y,,0.6467,2.459,0.869,9.01,119.69,54.41,164.52,4.05,2459956.87
3837599,"       (2019 AZ2)",,Y,Y,,0.8833,2.458,0.287,7.33,83.76,255.25,12.41,4.63,2458441.97
3837652,"       (2019 AW4)",,Y,Y,,0.6183,2.25,0.859,14.37,153.46,56.84,233.04,3.64,2461035.38
3837682,"       (2019 AN5)",,Y,Y,,0.4139,1.608,0.942,2.02,276.44,98.57,355.92,2.27,2460608.93
3837719,"       (2019 AP6)",,Y,Y,,0.4111,0.7396,0.435,7.07,327.29,325.04,182.84,1.04,2460714.82
3837741,"       (2019 AN7)",,Y,Y,,0.8483,1.192,0.181,23.77,295.47,325.58,325.72,2.20,2458537.74
3837902,"       (2019 AG13)",,Y,Y,,0.6041,2.062,0.816,11.15,264.99,300.42,316.83,3.31,2460730.17
3837926,"       (2019 BK)",,Y,Y,,0.7282,2.055,0.558,4.13,264.46,121.17,358.90,3.55,2460603.80
3837956,"       (2019 BC1)",,Y,Y,,0.6345,2.531,0.925,17.75,118.16,328.76,162.65,4.14,2459935.96
3837975,"       (2019 BP1)",,Y,Y,,0.6302,2.55,0.943,23.73,34.33,18.05,164.07,4.16,2459922.81
3837989,"       (2019 BG2)",,Y,Y,,0.2760,1.265,0.916,14.22,328.98,65.57,69.49,1.61,2460500.23
3838020,"       (2019 BT2)",,Y,Y,,0.4924,1.082,0.549,19.94,306.75,65.72,103.26,1.62,2460482.55
3838082,"       (2019 BF5)",,Y,Y,,0.7394,1.68,0.438,24.52,312.21,68.78,245.87,2.92,2460852.70
3838104,"       (2019 CH1)",,Y,Y,,0.7140,1.335,0.382,10.87,296.44,73.57,307.33,2.29,2460682.89
3838130,"       (2019 CT1)",,Y,Y,,0.3545,1.561,1.008,19.25,325.06,152.44,339.90,2.11,2460640.28
3838129,"       (2019 CU1)",,Y,Y,,0.5171,1.781,0.860,1.76,344.48,100.67,160.82,2.70,2460212.76
3838139,"       (2019 CD2)",,Y,Y,,0.7480,2.452,0.618,6.74,304.81,113.52,186.29,4.29,2461277.19
3838240,"       (2019 CE4)",,Y,Y,,0.6604,2.85,0.968,20.69,38.59,347.11,75.46,4.73,2460232.08
3838259,"       (2019 CC5)",,Y,Y,,0.6052,1.843,0.728,7.49,131.22,295.54,117.72,2.96,2460301.67
3838263,"       (2019 CD5)",,Y,Y,,0.6668,2.32,0.773,2.54,31.84,212.36,197.36,3.87,2461183.54
3838912,"       (2019 DD2)",,Y,Y,,0.5119,2.044,0.998,36.56,178.95,30.24,326.04,3.09,2460701.18
3838886,"       (2019 EN)",,Y,Y,,0.6210,2.178,0.826,9.73,192.45,47.29,250.11,3.53,2460958.86
3840119,"       (2019 EU2)",,Y,Y,,0.6673,2.432,0.809,15.59,198.93,246.46,191.71,4.05,2461247.98
3840128,"       (2019 FH)",,Y,Y,,0.7743,1.528,0.345,3.86,255.15,152.34,11.63,2.71,2460578.22
3840136,"       (2019 FJ)",,Y,Y,,0.6128,0.7623,0.295,44.43,156.90,150.21,7.82,1.23,2460595.22
3840701,"       (2019 FZ)",,Y,Y,,0.6287,0.8774,0.326,27.66,192.45,139.94,191.38,1.43,2460741.11
3840745,"       (2019 FM2)",,Y,Y,,0.2690,0.9739,0.712,27.99,358.84,75.36,359.70,1.24,2460600.79
3840802,"       (2019 GD1)",,Y,Y,,0.8007,2.614,0.521,3.56,197.57,237.23,137.43,4.71,2460011.25
3840850,"       (2019 GT3)",,Y,Y,,0.6205,2.37,0.899,2.34,225.06,69.81,153.44,3.84,2460032.62
3841531,"       (2019 HN)",,Y,Y,,0.6356,1.864,0.679,34.75,207.39,81.70,31.79,3.05,2460518.44
3841670,"       (2019 HH4)",,Y,Y,,0.3872,1.532,0.939,33.86,211.46,150.69,198.97,2.12,2460910.17
3841701,"       (2019 JB1)",,Y,Y,,0.7751,2.004,0.451,19.92,54.16,288.79,310.19,3.56,2460743.92
3842641,"       (2019 KB4)",,Y,Y,,0.4516,1.89,1.037,17.51,134.76,192.06,4.67,2.74,2460588.20
3842747,"       (2019 KQ5)",,Y,Y,,0.6012,1.689,0.674,4.91,246.43,238.68,208.75,2.71,2460937.47
3842757,"       (2019 LG1)",,Y,Y,,0.3594,1.126,0.721,18.00,248.78,103.39,92.88,1.53,2460487.87
3842777,"       (2019 LZ1)",,Y,Y,,0.9258,2.233,0.166,9.49,220.77,223.21,233.83,4.30,2461027.62
3842870,"       (2019 LX4)",,Y,Y,,0.3074,1.462,1.013,2.94,269.97,68.70,319.01,1.91,2460674.02
3842883,"       (2019 LH5)",,Y,Y,,0.7058,1.604,0.472,3.00,120.69,269.29,202.75,2.74,2460924.50
3842901,"       (2019 LG6)",,Y,Y,,0.7373,2.278,0.599,16.90,95.85,260.59,345.42,3.96,2458696.38
3842939,"       (2019 MF1)",,Y,Y,,0.3189,1.536,1.046,9.76,285.27,5.35,277.31,2.03,2460760.24
3843090,"       (2019 MS3)",,Y,Y,,0.7202,2.63,0.736,8.61,138.99,231.55,60.88,4.52,2460337.08
3843061,"       (2019 NA)",,Y,Y,,0.5686,1.98,0.854,7.77,207.23,141.30,304.36,3.11,2460757.76
3843128,"       (2019 NA2)",,Y,Y,,0.6364,1.821,0.662,33.87,78.83,284.91,22.91,2.98,2460543.36
3843131,"       (2019 NE2)",,Y,Y,,0.7291,1.73,0.469,8.48,267.88,124.20,92.24,2.99,2460387.62
3843155,"       (2019 NY2)",,Y,Y,,0.4413,1.749,0.977,11.35,139.78,199.67,69.99,2.52,2460436.20
3843182,"       (2019 NO4)",,Y,Y,,0.6560,1.517,0.522,12.81,127.98,269.20,327.23,2.51,2458737.65
3843319,"       (2019 ND7)",,Y,Y,,0.5751,1.148,0.488,34.48,297.37,114.75,54.02,1.81,2460533.11
3843341,"       (2019 OO)",,Y,Y,,0.5024,1.635,0.814,32.67,132.08,253.02,143.64,2.46,2460295.81
3843348,"       (2019 OT)",,Y,Y,,0.5488,1.712,0.772,47.23,302.13,285.40,144.41,2.65,2460272.43
3843363,"       (2019 OM1)",,Y,Y,,0.5983,1.897,0.762,6.17,346.66,52.70,334.05,3.03,2460669.28
3843371,"       (2019 OR1)",,Y,Y,,0.3800,0.9598,0.595,18.28,236.83,297.66,294.27,1.32,2460663.21
3843394,"       (2019 OQ2)",,Y,Y,,0.6032,1.448,0.575,4.11,200.39,256.85,283.39,2.32,2460735.91
3843430,"       (2019 OY3)",,Y,Y,,0.4728,1.858,0.980,48.65,297.42,350.86,26.32,2.74,2460532.87
3843508,"       (2019 PG1)",,Y,Y,,0.5940,2.457,0.997,20.38,281.56,13.62,128.59,3.92,2460098.09
3843572,"       (2019 QG)",,Y,Y,,0.2384,0.8219,0.626,12.63,290.21,216.10,153.90,1.02,2460484.16
3843577,"       (2019 QT)",,Y,Y,,0.8286,2.218,0.380,4.43,236.48,215.01,180.52,4.06,2461202.13
3843589,"       (2019 QX)",,Y,Y,,0.6291,2.156,0.800,27.15,316.60,119.08,200.50,3.51,2461112.84
3843612,"       (2019 QY1)",,Y,Y,,0.4702,1.746,0.925,27.42,236.05,156.84,55.14,2.57,2460471.37
3843615,"       (2019 QD2)",,Y,Y,,0.4600,1.804,0.974,11.96,271.68,18.31,57.36,2.63,2460459.49
3843701,"       (2019 QD6)",,Y,Y,,0.6566,2.815,0.967,14.57,35.81,10.88,17.79,4.66,2460515.27
3843758,"       (2019 RC)",,Y,Y,,0.5082,2.048,1.007,22.89,175.05,202.28,258.30,3.09,2460902.94
3843775,"       (2019 RW)",,Y,Y,,0.5835,2.286,0.952,4.86,309.46,312.17,191.58,3.62,2461191.04
3843858,"       (2019 RU3)",,Y,Y,,0.7760,1.628,0.365,34.25,40.09,110.82,133.73,2.89,2460318.55
3843857,"       (2019 RV3)",,Y,Y,,0.6105,2.243,0.874,6.97,352.20,126.06,162.19,3.61,2460047.85
3843879,"       (2019 SH)",,Y,Y,,0.4748,1.217,0.639,45.13,179.15,273.02,314.50,1.80,2458806.51
3878564,"       (2019 TP1)",,Y,Y,,0.2693,1.296,0.947,25.22,12.04,126.30,41.74,1.64,2460538.03
3879227,"       (2019 UK)",,Y,Y,,0.3841,0.8828,0.544,21.70,206.39,318.85,244.35,1.22,2460697.82
3879231,"       (2019 UO)",,Y,Y,,0.6380,2.652,0.960,5.70,277.60,184.96,39.01,4.34,2460429.59
3879384,"       (2019 UC4)",,Y,Y,,0.6451,2.485,0.882,8.60,249.61,203.69,80.92,4.09,2460278.80
3879725,"       (2019 UT6)",,Y,Y,,0.5045,1.589,0.787,2.40,84.86,44.41,138.85,2.39,2460318.29
3884025,"       (2019 UO9)",,Y,Y,,0.5805,1.912,0.802,5.49,7.55,148.46,261.96,3.02,2460863.56
3884238,"       (2019 US10)",,Y,Y,,0.3854,1.453,0.893,26.94,43.25,304.15,331.75,2.01,2460650.69
3888754,"       (2019 UN12)",,Y,Y,,0.8460,2.257,0.348,5.19,222.59,301.75,148.27,4.17,2460090.56
3892191,"       (2019 UX13)",,Y,Y,,0.3271,1.519,1.022,12.49,188.57,155.17,269.38,2.02,2460772.67
3892653,"       (2019 VD2)",,Y,Y,,0.7355,1.972,0.521,33.50,38.77,257.10,301.65,3.42,2460764.38
3892745,"       (2019 VL4)",,Y,Y,,0.8401,2.038,0.326,10.30,260.16,288.01,223.59,3.75,2461003.11
3893637,"       (2019 VF6)",,Y,Y,,0.4392,1.23,0.690,14.91,102.17,89.18,137.01,1.77,2460410.88
3893738,"       (2019 VG6)",,Y,Y,,0.4137,1.513,0.887,8.60,304.32,219.19,154.55,2.14,2460308.55
3893551,"       (2019 WF3)",,Y,Y,,0.5727,2.335,0.998,12.86,296.44,204.19,109.82,3.67,2460202.95
3893643,"       (2019 WL4)",,Y,Y,,0.5580,1.193,0.527,4.87,186.24,99.92,348.49,1.86,2460615.71
3893727,"       (2019 WW4)",,Y,Y,,0.5530,2.231,0.997,9.43,330.69,22.73,178.40,3.46,2459997.25
3893728,"       (2019 WX4)",,Y,Y,,0.6272,1.952,0.728,29.46,78.33,74.52,257.54,3.18,2460883.94
3893736,"       (2019 WD5)",,Y,Y,,0.5427,1.63,0.745,4.75,311.98,228.37,85.05,2.51,2460420.92
3893739,"       (2019 WJ5)",,Y,Y,,0.7440,2.311,0.592,5.38,207.66,104.52,167.11,4.03,2460005.03
54162241,"       (2019 WQ19)",,Y,Y,,0.5814,1.387,0.580,29.99,240.24,272.80,321.53,2.19,2460664.24
3905989,"       (2019 XE1)",,Y,Y,,0.6133,1.936,0.749,30.30,291.95,244.93,269.80,3.12,2460846.99
3909261,"       (2019 XO2)",,Y,Y,,0.3554,1.486,0.958,28.54,68.18,342.60,255.87,2.01,2460791.90
3910104,"       (2019 XA3)",,Y,Y,,0.6293,2.764,1.025,24.09,31.48,0.39,20.97,4.50,2460502.74
3928734,"       (2019 XK3)",,Y,Y,,0.7156,2.378,0.676,5.59,88.09,232.41,144.26,4.08,2460063.89
3933022,"       (2019 XQ3)",,Y,Y,,0.2601,1.237,0.915,50.96,88.48,52.18,153.49,1.56,2460386.34
3959221,"       (2019 YZ3)",,Y,Y,,0.5958,1.754,0.709,23.38,275.41,257.65,0.92,2.80,2460598.33
3986635,"       (2019 YX6)",,Y,Y,,0.8916,3.514,0.381,1.85,317.96,18.22,7.35,6.65,2458794.39
3986636,"       (2020 AD3)",,Y,Y,,0.5947,0.9828,0.398,2.64,268.42,73.84,23.52,1.57,2460577.25
3986682,"       (2020 AN3)",,Y,Y,,0.5508,2.165,0.972,26.26,294.39,167.73,180.30,3.36,2461181.16
3986740,"       (2020 BX)",,Y,Y,,0.4088,1.466,0.867,20.95,92.59,130.76,308.32,2.07,2458959.55
3986743,"       (2020 BE1)",,Y,Y,,0.5035,1.715,0.852,30.11,103.44,111.72,2.51,2.58,2460594.79
3989074,"       (2020 BJ4)",,Y,Y,,0.6707,2.819,0.928,5.62,10.53,199.17,337.95,4.71,2460706.39
3989144,"       (2020 BC6)",,Y,Y,,0.7096,1.86,0.540,6.30,272.45,98.46,346.44,3.18,2460635.42
3989182,"       (2020 BC8)",,Y,Y,,0.7488,2.313,0.581,7.37,318.38,252.85,102.52,4.05,2460234.55
3989242,"       (2020 BN10)",,Y,Y,,0.3443,0.9278,0.608,20.52,185.76,68.99,356.56,1.25,2460603.62
3989285,"       (2020 BX12)",,Y,Y,,0.5273,1.6,0.757,40.06,132.85,70.51,93.41,2.44,2460408.62
3989317,"       (2020 BF14)",,Y,Y,,0.4752,1.284,0.674,36.14,349.26,83.41,141.18,1.89,2460392.10
3989341,"       (2020 BW14)",,Y,Y,,0.6528,2.692,0.935,15.99,21.46,28.02,32.94,4.45,2460452.87
3989346,"       (2020 BB15)",,Y,Y,,0.4141,1.718,1.007,5.31,16.18,177.77,12.90,2.43,2460571.02
3989671,"       (2020 CL1)",,Y,Y,,0.3919,0.7245,0.441,45.48,325.89,9.72,27.33,1.01,2460583.40
3991554,"       (2020 CB2)",,Y,Y,,0.2807,0.8556,0.615,27.14,1.01,50.17,95.40,1.10,2458808.89
3991701,"       (2020 DY1)",,Y,Y,,0.6311,2.539,0.937,1.32,279.24,291.23,43.11,4.14,2460423.54
3994618,"       (2020 DP2)",,Y,Y,,0.7913,2.632,0.549,14.07,150.15,270.95,43.61,4.71,2460411.58
3994619,"       (2020 DR2)",,Y,Y,,0.6910,2.283,0.705,19.73,168.95,252.56,140.80,3.86,2460107.64
54000956,"       (2020 DC3)",,Y,Y,,0.8353,2.01,0.331,3.62,16.82,20.06,242.97,3.69,2460938.99
54005664,"       (2020 DT3)",,Y,Y,,0.6078,2.25,0.882,3.27,207.47,27.94,115.35,3.62,2460205.55
54006017,"       (2020 DM4)",,Y,Y,,0.4556,1.888,1.028,4.11,6.73,222.76,256.24,2.75,2460873.65
54013501,"       (2020 DB5)",,Y,Y,,0.5186,2.135,1.028,11.70,77.75,189.07,153.44,3.24,2460114.79
54013566,"       (2020 EN)",,Y,Y,,0.5538,2.059,0.919,7.75,113.05,300.30,214.33,3.20,2461037.26
54016232,"       (2020 FO1)",,Y,Y,,0.8184,2.304,0.418,2.87,35.67,262.45,91.98,4.19,2460274.05
54016235,"       (2020 FR1)",,Y,Y,,0.6150,1.406,0.542,13.12,26.43,255.82,228.15,2.27,2460823.65
54016280,"       (2020 FH2)",,Y,Y,,0.4935,1.816,0.920,7.99,55.66,51.89,337.16,2.71,2460657.18
54016330,"       (2020 FR3)",,Y,Y,,0.6475,1.973,0.696,8.87,174.62,261.66,24.72,3.25,2458862.99
54016360,"       (2020 FW4)",,Y,Y,,0.6947,2.298,0.701,5.13,50.19,222.67,95.73,3.89,2460262.19
54016362,"       (2020 FX4)",,Y,Y,,0.5933,2.448,0.996,9.87,155.18,357.23,73.77,3.90,2460313.79
54016365,"       (2020 FA5)",,Y,Y,,0.8009,1.915,0.381,6.56,39.36,242.15,237.49,3.45,2460930.00
54016377,"       (2020 FO5)",,Y,Y,,0.8899,3.275,0.361,7.41,227.20,79.50,267.57,6.19,2461156.27
54016410,"       (2020 FM6)",,Y,Y,,0.4938,1.364,0.690,14.99,30.46,276.08,255.46,2.04,2460769.40
54016429,"       (2020 FZ6)",,Y,Y,,0.7446,2.315,0.591,3.25,258.99,32.82,88.19,4.04,2460285.42
54016489,"       (2020 GA2)",,Y,Y,,0.4268,1.282,0.735,42.98,22.90,93.00,80.56,1.83,2460481.91
54016684,"       (2020 HJ4)",,Y,Y,,0.5766,2.069,0.876,1.22,105.20,233.29,122.92,3.26,2460229.26
54016748,"       (2020 HD6)",,Y,Y,,0.6369,2.423,0.880,8.13,351.40,335.27,24.65,3.97,2460506.13
54016975,"       (2020 JU)",,Y,Y,,0.0861,0.9389,0.858,10.70,259.04,167.06,123.88,1.02,2460486.16
54016979,"       (2020 JV)",,Y,Y,,0.6378,2.253,0.816,3.24,280.09,238.66,125.22,3.69,2460170.84
54017111,"       (2020 JC3)",,Y,Y,,0.6720,2.464,0.808,5.19,259.92,241.84,71.10,4.12,2460321.51
54017164,"       (2020 KT2)",,Y,Y,,0.6389,2.453,0.886,8.55,106.22,211.44,33.35,4.02,2460470.48
54017195,"       (2020 KN3)",,Y,Y,,0.7169,3.052,0.864,9.33,199.06,152.02,284.57,5.24,2461008.49
54017196,"       (2020 KO3)",,Y,Y,,0.5042,1.866,0.925,11.79,122.39,213.43,235.99,2.81,2460921.12
54017234,"       (2020 KR4)",,Y,Y,,0.9047,1.833,0.175,14.95,80.15,314.76,249.59,3.49,2460878.54
54017258,"       (2020 KK5)",,Y,Y,,0.6337,0.9322,0.341,15.15,83.25,325.07,194.03,1.52,2460752.07
54017288,"       (2020 KG6)",,Y,Y,,0.8310,1.13,0.191,22.45,264.06,134.98,143.56,2.07,2460425.49
54017438,"       (2020 LG1)",,Y,Y,,0.6532,2.785,0.966,21.05,137.28,208.34,324.85,4.60,2460766.24
54017454,"       (2020 LM1)",,Y,Y,,0.6077,2.39,0.938,17.35,75.34,135.10,10.45,3.84,2458977.34
54017545,"       (2020 LG2)",,Y,Y,,0.4466,1.877,1.039,14.17,273.03,7.79,242.46,2.71,2460907.08
54017644,"       (2020 MA3)",,Y,Y,,0.7019,2.51,0.748,16.55,69.33,302.74,345.83,4.27,2460657.67
54017686,"       (2020 MZ3)",,Y,Y,,0.6566,2.631,0.903,5.25,132.99,250.73,343.15,4.36,2460673.47
54017784,"       (2020 ND)",,Y,Y,,0.5883,2.413,0.993,17.42,117.97,214.74,39.71,3.83,2460449.49
54048828,"       (2020 NK1)",,Y,Y,,0.6472,1.393,0.491,45.44,311.08,107.90,171.38,2.29,2460314.62
54048892,"       (2020 OM1)",,Y,Y,,0.2129,1.19,0.937,18.58,158.13,18.49,202.28,1.44,2460808.27
54049354,"       (2020 ON3)",,Y,Y,,0.5768,1.713,0.725,27.09,127.57,258.09,286.66,2.70,2460767.27
54049356,"       (2020 OP3)",,Y,Y,,0.2703,1.29,0.941,29.53,309.02,147.75,177.14,1.64,2460337.32
54049873,"       (2020 OT6)",,Y,Y,,0.3780,0.9425,0.586,22.27,121.93,60.83,312.64,1.30,2460644.47
54049906,"       (2020 PP)",,Y,Y,,0.0882,1.027,0.937,14.46,308.01,216.84,176.57,1.12,2460413.91
54050980,"       (2020 PB1)",,Y,Y,,0.5436,2.182,0.996,9.29,231.25,177.44,85.62,3.37,2460320.58
54051070,"       (2020 PN3)",,Y,Y,,0.7908,2.128,0.445,7.25,211.45,233.30,98.85,3.81,2460289.06
54051075,"       (2020 PS3)",,Y,Y,,0.7158,2.324,0.661,18.80,144.03,93.10,80.42,3.99,2460311.36
54051089,"       (2020 PM4)",,Y,Y,,0.4786,1.782,0.929,5.50,329.39,311.28,286.43,2.63,2460778.04
54051093,"       (2020 PS4)",,Y,Y,,0.7848,2.147,0.462,6.50,10.24,76.83,91.15,3.83,2460309.62
54051100,"       (2020 PY4)",,Y,Y,,0.8067,2.531,0.489,8.61,142.24,65.70,32.79,4.57,2460466.55
54051125,"       (2020 QD)",,Y,Y,,0.7311,2.399,0.645,4.00,38.10,40.82,23.42,4.15,2460512.25
54051321,"       (2020 QZ3)",,Y,Y,,0.5384,1.923,0.888,8.51,192.74,246.74,150.46,2.96,2460193.27
54051328,"       (2020 QH4)",,Y,Y,,0.8602,3.49,0.488,55.67,329.96,266.31,7.09,6.49,2459039.63
54051396,"       (2020 QQ5)",,Y,Y,,0.6497,2.157,0.756,8.10,172.78,86.48,129.86,3.56,2460183.14
54051414,"       (2020 QC6)",,Y,Y,,0.5989,2.169,0.870,5.97,169.98,249.51,91.57,3.47,2460303.71
54051415,"       (2020 QF6)",,Y,Y,,0.6519,2.724,0.948,73.64,249.00,145.39,332.87,4.50,2460724.27
54054359,"       (2020 QR7)",,Y,Y,,0.5945,2.494,1.011,11.78,114.93,339.91,329.74,3.98,2460721.40
54053719,"       (2020 RB)",,Y,Y,,0.6948,3.263,0.996,59.14,330.11,346.90,253.75,5.53,2461235.76
54053722,"       (2020 RC)",,Y,Y,,0.3532,1.553,1.005,29.03,342.54,28.90,31.43,2.10,2460538.76
54053727,"       (2020 RG)",,Y,Y,,0.4101,1.761,1.039,14.12,324.63,337.62,294.75,2.48,2460755.25
54054354,"       (2020 RH7)",,Y,Y,,0.4398,1.518,0.850,43.85,3.83,128.55,337.71,2.19,2460642.79
54054501,"       (2020 SL1)",,Y,Y,,0.6378,2.517,0.912,13.75,275.19,331.88,69.78,4.12,2460317.78
54054507,"       (2020 ST1)",,Y,Y,,0.5777,2.452,1.036,7.97,232.85,180.46,7.22,3.87,2460572.35
54054526,"       (2020 SH2)",,Y,Y,,0.3911,1.305,0.794,44.21,359.40,262.08,314.97,1.81,2460668.58
54054565,"       (2020 SE3)",,Y,Y,,0.8500,2.539,0.381,11.86,326.13,263.04,16.69,4.70,2460532.01
54054627,"       (2020 SP4)",,Y,Y,,0.6575,2.83,0.969,12.84,314.03,19.30,315.95,4.69,2460813.27
54054747,"       (2020 TF)",,Y,Y,,0.3028,1.089,0.759,19.22,221.22,271.36,107.17,1.42,2460476.97
54055026,"       (2020 TT)",,Y,Y,,0.6983,1.788,0.539,5.89,311.01,297.11,27.54,3.04,2459062.70
54055104,"       (2020 TX2)",,Y,Y,,0.7328,2.407,0.643,26.60,12.33,101.41,5.20,4.17,2460580.81
54065904,"       (2020 TU5)",,Y,Y,,0.3629,1.59,1.013,56.84,42.48,345.12,7.99,2.17,2460584.25
54075550,"       (2020 UF2)",,Y,Y,,0.3057,1.13,0.784,3.07,235.60,34.39,186.21,1.48,2460812.25
54076348,"       (2020 UQ4)",,Y,Y,,0.5434,2.271,1.037,10.41,292.60,356.42,102.64,3.50,2460244.20
54081200,"       (2020 UR6)",,Y,Y,,0.4907,1.779,0.906,8.10,311.48,161.62,216.46,2.65,2460946.02
54084708,"       (2020 UW6)",,Y,Y,,0.7975,1.707,0.346,5.76,204.44,79.28,301.40,3.07,2460733.06
54087574,"       (2020 VM1)",,Y,Y,,0.6111,2.488,0.968,45.43,31.37,330.20,7.51,4.01,2459134.60
54087860,"       (2020 VZ5)",,Y,Y,,0.2931,0.8891,0.628,22.63,246.15,44.67,355.75,1.15,2460604.11
54088805,"       (2020 WG)",,Y,Y,,0.6007,2.51,1.002,7.62,32.77,348.85,359.74,4.02,2460601.53
54091633,"       (2020 WP1)",,Y,Y,,0.4766,1.768,0.926,38.67,247.45,213.16,224.74,2.61,2460923.23
54092904,"       (2020 WT2)",,Y,Y,,0.3060,1.343,0.932,23.02,263.21,224.29,149.49,1.75,2460364.43
54092911,"       (2020 WB3)",,Y,Y,,0.6146,2.473,0.953,20.51,5.89,29.13,5.02,3.99,2460580.67
54095182,"       (2020 WA5)",,Y,Y,,0.4946,2.02,1.021,5.72,307.57,167.55,112.31,3.02,2460273.41
54096431,"       (2020 WL5)",,Y,Y,,0.6134,2.376,0.919,16.82,30.06,334.18,13.21,3.83,2459137.39
54096432,"       (2020 WM5)",,Y,Y,,0.7042,2.834,0.838,15.64,67.04,316.38,299.46,4.83,2460893.56
54097670,"       (2020 WU5)",,Y,Y,,0.1017,1.059,0.951,41.48,112.85,84.51,89.12,1.17,2460502.03
54097968,"       (2020 XP)",,Y,Y,,0.4987,2.002,1.004,3.59,254.19,125.54,144.49,3.00,2460185.16
54097967,"       (2020 XQ)",,Y,Y,,0.6523,1.931,0.671,16.67,56.03,275.95,184.38,3.19,2461078.75
54097969,"       (2020 XR)",,Y,Y,,0.6125,2.497,0.968,13.96,249.70,163.10,351.56,4.03,2460634.28
54099615,"       (2020 XL3)",,Y,Y,,0.7946,1.956,0.402,1.57,282.09,50.09,19.42,3.51,2459146.61
54100193,"       (2020 XD5)",,Y,Y,,0.5428,1.614,0.738,8.60,98.64,115.19,269.92,2.49,2460787.86
54100290,"       (2020 XE6)",,Y,Y,,0.5726,2.415,1.032,9.51,333.91,21.57,42.37,3.80,2460439.15
54100581,"       (2020 XU6)",,Y,Y,,0.5474,2.216,1.003,3.89,164.32,6.66,33.91,3.43,2460487.01
54101655,"       (2020 YL1)",,Y,Y,,0.6026,1.982,0.788,48.93,283.31,71.22,162.83,3.18,2460139.54
54101718,"       (2020 YC3)",,Y,Y,,0.7390,2.209,0.577,15.17,132.69,78.75,26.35,3.84,2460512.70
54102022,"       (2020 YQ3)",,Y,Y,,0.5855,1.88,0.779,4.41,93.18,301.62,188.15,2.98,2461049.98
54105102,"       (2021 AE4)",,Y,Y,,0.1624,1.16,0.971,15.78,49.54,172.44,277.96,1.35,2460704.44
54105560,"       (2021 AL6)",,Y,Y,,0.6569,2.436,0.836,17.39,251.86,125.98,12.50,4.04,2460552.30
54106303,"       (2021 AV7)",,Y,Y,,0.7030,3.072,0.912,28.98,153.15,39.67,236.42,5.23,2461275.65
54106739,"       (2021 AF8)",,Y,Y,,0.5171,2.016,0.973,9.71,42.46,168.98,77.52,3.06,2460375.44
54106307,"       (2021 BW)",,Y,Y,,0.7203,2.599,0.727,28.06,317.62,66.91,340.38,4.47,2460683.87
54106742,"       (2021 BF3)",,Y,Y,,0.6154,2.64,1.015,1.22,90.60,305.62,327.50,4.26,2460741.91
54109176,"       (2021 BM3)",,Y,Y,,0.7014,2.39,0.714,19.51,324.89,81.20,15.91,4.07,2460540.86
