"spkid","full_name","name","neo","pha","diameter","e","a","q","i","om","w","ma","ad","tp"
3775161,"       (2017 KP34)",,Y,N,,0.8383,1.395,0.226,30.07,183.75,262.53,217.40,2.56,2460838.97
3775158,"       (2017 KQ34)",,Y,N,,0.8480,1.784,0.271,69.08,73.46,20.87,79.84,3.30,2460407.48
3775152,"       (2017 KR34)",,Y,N,,0.4672,2.275,1.212,6.46,265.83,22.71,39.82,3.34,2460461.82
3775157,"       (2017 KS34)",,Y,N,,0.2267,1.403,1.085,2.92,104.13,147.93,156.55,1.72,2460336.60
3775154,"       (2017 KT34)",,Y,N,,0.4931,2.149,1.089,8.51,281.29,5.33,114.46,3.21,2460234.70
3775153,"       (2017 KU34)",,Y,N,,0.1560,1.021,0.861,5.22,50.15,320.88,317.12,1.18,2460645.36
3775160,"       (2017 KV34)",,Y,Y,,0.6469,2.637,0.931,5.77,17.90,173.09,279.36,4.34,2460950.84
3775178,"       (2017 KY34)",,Y,N,,0.4669,2.114,1.127,7.14,282.79,1.88,136.56,3.10,2460174.67
3775199,"       (2017 KE35)",,Y,N,,0.3405,1.824,1.203,20.30,73.36,76.93,86.62,2.45,2460383.97
3775708,"       (2017 KC36)",,Y,N,,0.5737,2.085,0.889,6.04,243.96,312.65,13.13,3.28,2457864.39
3775156,"       (2017 LA)",,Y,N,,0.2400,1.099,0.835,41.71,79.30,11.33,275.87,1.36,2460698.87
3775177,"       (2017 LC)",,Y,N,,0.6250,2.449,0.918,12.22,113.83,203.60,318.86,3.98,2460760.44
3775176,"       (2017 LD)",,Y,N,,0.2777,1.395,1.007,0.07,79.32,195.66,159.00,1.78,2460334.79
3775175,"       (2017 LE)",,Y,N,,0.3992,1.698,1.020,12.10,76.39,192.81,113.06,2.38,2460346.69
3775182,"       (2017 LF)",,Y,N,,0.1550,1.012,0.855,12.42,247.41,249.64,186.16,1.17,2460780.13
3775183,"       (2017 LG)",,Y,N,,0.4864,2.023,1.039,1.83,110.37,139.65,203.82,3.01,2461056.37
3775198,"       (2017 LP)",,Y,N,,0.7482,2.322,0.585,7.23,135.39,208.12,15.02,4.06,2460546.59
3775205,"       (2017 LU)",,Y,Y,,0.6010,2.633,1.050,9.93,308.55,357.67,254.43,4.22,2461058.08
3775204,"       (2017 LV)",,Y,N,,0.4849,1.779,0.916,4.43,256.33,58.34,343.12,2.64,2457960.13
3775203,"       (2017 LW)",,Y,N,,0.2095,1.33,1.051,4.24,257.44,20.02,274.19,1.61,2460734.03
3775206,"       (2017 LX)",,Y,N,,0.7360,2.577,0.681,1.14,105.42,236.82,267.89,4.47,2460987.23
3775208,"       (2017 LE1)",,Y,N,,0.1883,0.8954,0.727,11.38,85.70,346.58,72.93,1.06,2460537.81
3775209,"       (2017 LF1)",,Y,N,,0.4586,1.559,0.844,2.46,250.29,302.91,27.75,2.27,2457866.70
3775210,"       (2017 LG1)",,Y,N,,0.3338,1.614,1.075,12.21,91.60,166.63,210.85,2.15,2460910.84
3775247,"       (2017 LP1)",,Y,N,,0.2126,1.093,0.861,16.02,247.88,219.84,285.28,1.33,2460687.15
3775207,"       (2017 MA)",,Y,Y,,0.5756,2.32,0.985,14.00,93.36,218.18,15.65,3.66,2460544.40
3775249,"       (2017 MB)",,Y,N,,0.6065,2.804,1.103,11.03,96.30,166.23,199.20,4.51,2461366.66
3775248,"       (2017 MC)",,Y,Y,,0.6393,2.445,0.882,17.13,258.44,313.55,11.88,4.01,2457878.40
3775251,"       (2017 MD)",,Y,N,,0.4121,1.321,0.777,10.07,260.81,284.21,335.93,1.87,2460637.60
3775252,"       (2017 ME)",,Y,N,,0.6895,2.019,0.627,41.34,78.31,65.19,216.26,3.41,2461018.93
3775253,"       (2017 MF)",,Y,N,,0.3687,1.573,0.993,1.37,263.16,29.50,246.14,2.15,2460828.30
3775265,"       (2017 MH)",,Y,N,,0.1305,1.05,0.913,65.00,79.73,29.10,133.80,1.19,2457770.54
3775264,"       (2017 MJ)",,Y,N,,0.3182,1.535,1.047,32.25,97.25,203.70,288.54,2.02,2460738.38
3775267,"       (2017 MK)",,Y,N,,0.3154,1.257,0.861,6.75,98.96,98.45,109.92,1.65,2460443.25
3775266,"       (2017 ML)",,Y,N,,0.5082,2.124,1.044,9.73,91.06,181.52,359.89,3.20,2457926.84
3775268,"       (2017 MM)",,Y,N,,0.3778,1.764,1.098,11.23,270.47,324.88,63.24,2.43,2460450.15
3775710,"       (2017 MZ)",,Y,N,,0.5218,1.503,0.719,6.26,226.95,316.53,31.53,2.29,2457867.56
3775709,"       (2017 MA1)",,Y,Y,,0.8993,2.514,0.253,15.11,94.97,47.23,11.50,4.78,2457878.99
3775711,"       (2017 MB1)",,Y,Y,,0.7523,2.374,0.588,8.50,126.81,264.79,340.18,4.16,2460674.06
3775714,"       (2017 MC1)",,Y,N,,0.6538,2.737,0.947,0.88,270.57,43.40,214.07,4.53,2461270.87
3775715,"       (2017 MD1)",,Y,N,,0.5782,1.94,0.818,0.07,166.81,28.55,19.74,3.06,2457871.38
3775713,"       (2017 ME1)",,Y,N,,0.4939,2.054,1.040,5.56,101.77,154.04,180.76,3.07,2461135.88
3775712,"       (2017 MF1)",,Y,N,,0.4732,2.234,1.177,7.16,270.09,347.00,6.18,3.29,2457907.55
3776010,"       (2017 MV2)",,Y,Y,,0.5498,2.328,1.048,7.52,172.84,167.57,359.55,3.61,2460602.12
3776009,"       (2017 MW2)",,Y,N,,0.2891,1.812,1.288,33.59,106.31,194.17,348.44,2.34,2460629.09
3776008,"       (2017 MX2)",,Y,N,,0.4261,2.182,1.252,8.97,276.51,8.93,94.93,3.11,2460290.06
3776012,"       (2017 MY2)",,Y,N,,0.4532,2.287,1.251,5.06,163.23,143.99,32.21,3.32,2460487.48
3776011,"       (2017 MZ2)",,Y,N,,0.3084,0.8973,0.621,11.66,260.85,234.32,326.06,1.17,2460629.77
3776015,"       (2017 MA3)",,Y,N,,0.5766,2.347,0.994,4.00,100.68,196.98,6.78,3.70,2460575.77
3776017,"       (2017 MB3)",,Y,N,,0.3277,1.453,0.977,3.48,267.07,44.99,44.61,1.93,2460521.19
3776013,"       (2017 MC3)",,Y,N,,0.4940,1.534,0.776,4.61,106.29,246.85,275.69,2.29,2460763.02
3776016,"       (2017 MD3)",,Y,N,,0.4397,2.231,1.250,5.94,119.25,140.21,76.94,3.21,2460340.30
3776014,"       (2017 ME3)",,Y,N,,0.4608,1.912,1.031,2.71,122.64,133.53,6.56,2.79,2457911.89
3776032,"       (2017 MF3)",,Y,N,,0.4734,1.761,0.927,6.27,92.12,128.64,17.87,2.60,2457885.13
3776033,"       (2017 MG3)",,Y,N,,0.4915,2.309,1.174,19.79,258.74,42.63,21.40,3.44,2460524.31
3776069,"       (2017 MZ3)",,Y,N,,0.3578,1.153,0.740,24.58,119.30,273.45,245.52,1.57,2460744.25
3776071,"       (2017 MA4)",,Y,N,,0.7015,2.061,0.615,31.97,244.11,153.36,116.14,3.51,2460251.80
3776070,"       (2017 MB4)",,Y,N,,0.4185,2.044,1.188,5.17,236.59,59.23,170.63,2.90,2460094.70
3776074,"       (2017 MC4)",,Y,N,,0.6557,1.139,0.392,7.07,111.18,300.29,310.24,1.89,2460661.84
3776072,"       (2017 MD4)",,Y,N,,0.4662,2.303,1.229,23.20,245.42,10.80,35.79,3.38,2460473.56
3776076,"       (2017 ME4)",,Y,N,,0.4051,1.687,1.003,4.01,112.10,187.27,111.23,2.37,2460353.26
3776073,"       (2017 MF4)",,Y,N,,0.1858,1.435,1.168,3.78,255.35,53.47,70.50,1.70,2460477.55
3776075,"       (2017 MG4)",,Y,N,,0.6503,3.181,1.112,20.64,262.10,28.57,99.25,5.25,2460029.07
3776078,"       (2017 MV4)",,Y,N,,0.4195,2.152,1.249,5.85,164.82,88.11,127.05,3.05,2460193.63
3776079,"       (2017 MW4)",,Y,Y,,0.2255,1.174,0.909,30.34,287.37,210.01,40.25,1.44,2460548.58
3776081,"       (2017 MX4)",,Y,N,,0.2229,1.395,1.084,13.13,118.09,322.25,345.63,1.71,2460624.53
3776080,"       (2017 MY4)",,Y,N,,0.1049,1.388,1.242,14.54,255.86,8.72,6.12,1.53,2457921.35
3776085,"       (2017 MA5)",,Y,N,,0.2311,0.9659,0.743,5.91,271.21,131.83,150.18,1.19,2460455.87
3776084,"       (2017 MB5)",,Y,N,,0.4174,1.637,0.953,1.81,123.16,205.90,155.11,2.32,2460270.97
3776083,"       (2017 MC5)",,Y,N,,0.4976,2.226,1.118,9.19,131.28,188.11,62.07,3.33,2460391.39
3776111,"       (2017 MC7)",,Y,N,,0.4299,2.147,1.224,8.76,110.91,188.22,348.93,3.07,2457965.83
3776112,"       (2017 MD7)",,Y,N,,0.4055,1.063,0.632,29.97,280.29,202.16,14.42,1.49,2460584.48
3776113,"       (2017 ME7)",,Y,N,,0.3773,1.708,1.063,18.63,257.79,108.90,44.16,2.35,2460500.52
3776108,"       (2017 MF7)",,Y,N,,0.5476,2.068,0.936,7.21,86.07,139.13,175.95,3.20,2460069.54
3776114,"       (2017 MG7)",,Y,N,,0.3308,1.758,1.177,30.42,280.57,55.48,332.04,2.34,2457996.66
3776109,"       (2017 MH7)",,Y,Y,,0.7315,2.418,0.649,14.02,96.04,282.52,343.09,4.19,2457996.01
3776110,"       (2017 MJ7)",,Y,N,,0.3154,1.75,1.198,37.88,99.91,179.30,51.70,2.30,2460479.07
3776115,"       (2017 MK7)",,Y,N,,0.5710,2.803,1.203,17.94,272.42,14.67,194.45,4.40,2461388.77
3776116,"       (2017 ML7)",,Y,N,,0.4769,2.144,1.122,9.36,82.45,211.46,110.58,3.17,2460248.22
3776128,"       (2017 MM7)",,Y,N,,0.9612,2.063,0.080,23.19,250.03,231.24,181.71,4.05,2461136.61
3776117,"       (2017 MN7)",,Y,Y,,0.6150,2.439,0.939,11.34,182.82,157.33,316.01,3.94,2460770.47
3776126,"       (2017 MO7)",,Y,N,,0.4691,2.288,1.214,5.16,231.07,84.01,31.67,3.36,2460489.30
3776120,"       (2017 MP7)",,Y,N,,0.5557,2.336,1.038,6.92,99.65,193.12,355.77,3.63,2457948.83
3776122,"       (2017 MQ7)",,Y,N,,0.6016,2.401,0.957,7.68,266.58,49.79,338.15,3.84,2460682.96
3776119,"       (2017 MR7)",,Y,N,,0.6390,1.75,0.632,7.27,164.44,205.19,332.44,2.87,2457996.24
3776121,"       (2017 MS7)",,Y,N,,0.6849,2.316,0.730,3.48,245.85,115.06,11.53,3.90,2460559.26
3776118,"       (2017 MT7)",,Y,N,,0.5041,1.912,0.948,5.15,103.35,131.89,15.71,2.88,2457896.35
3776125,"       (2017 MU7)",,Y,N,,0.4537,2.136,1.167,7.11,97.26,199.20,120.36,3.11,2460219.24
3776124,"       (2017 MV7)",,Y,N,,0.6379,1.743,0.631,32.27,106.14,65.81,93.18,2.85,2460382.97
3776268,"       (2017 MJ8)",,Y,N,,0.6022,1.408,0.560,9.86,8.15,149.62,188.24,2.26,2460891.77
3776270,"       (2017 MK8)",,Y,N,,0.6761,2.497,0.809,31.47,286.83,185.56,216.34,4.18,2461175.47
3776271,"       (2017 ML8)",,Y,N,,0.5170,2.339,1.130,5.85,302.55,341.46,13.59,3.55,2460551.17
3776269,"       (2017 MM8)",,Y,N,,0.6674,0.8875,0.295,23.35,98.64,336.37,173.30,1.48,2460453.48
3776272,"       (2017 MN8)",,Y,N,,0.7488,1.937,0.486,7.98,355.70,137.47,288.06,3.39,2460797.20
3776276,"       (2017 MO8)",,Y,N,,0.6194,2.494,0.949,0.67,163.97,151.71,352.51,4.04,2457964.42
3776273,"       (2017 MP8)",,Y,N,,0.4946,1.459,0.737,35.84,101.06,86.63,32.60,2.18,2457875.24
3776274,"       (2017 MQ8)",,Y,N,,0.2047,1.556,1.237,22.19,296.00,49.75,238.92,1.87,2460838.93
3776277,"       (2017 MR8)",,Y,N,,0.3308,1.455,0.974,6.17,110.33,214.17,337.46,1.94,2457977.66
3776275,"       (2017 MS8)",,Y,N,,0.2581,0.9065,0.673,29.38,272.25,160.67,217.21,1.14,2458060.54
3776279,"       (2017 MT8)",,Y,N,,0.0909,1.02,0.928,10.84,116.36,349.50,205.81,1.11,2460761.75
3776278,"       (2017 MU8)",,Y,Y,,0.2546,0.9562,0.713,18.61,276.16,228.21,51.17,1.20,2460551.96
3776281,"       (2017 MX8)",,Y,N,,0.3160,1.507,1.031,5.32,312.63,231.50,58.59,1.98,2457820.54
3776282,"       (2017 MY8)",,Y,N,,0.4893,2.264,1.156,5.34,107.18,182.33,50.86,3.37,2460424.66
3776291,"       (2017 MZ8)",,Y,N,,0.4843,1.954,1.008,4.20,29.46,317.13,337.17,2.90,2457990.75
3776285,"       (2017 MA9)",,Y,N,,0.6470,2.363,0.834,8.88,76.82,276.39,344.81,3.89,2457985.49
3776286,"       (2017 MB9)",,Y,N,,0.4324,2.057,1.168,2.06,350.77,265.71,179.72,2.95,2460062.44
3776645,"       (2017 MD9)",,Y,N,,0.7030,2.737,0.813,24.05,343.05,18.31,210.04,4.66,2461289.36
3776280,"       (2017 NB)",,Y,N,,0.4614,1.783,0.961,9.03,101.76,142.81,34.01,2.61,2460518.33
3776283,"       (2017 NC)",,Y,N,,0.3906,1.247,0.760,1.13,220.27,332.54,43.85,1.73,2457874.57
3776294,"       (2017 ND)",,Y,N,,0.2110,1.254,0.990,7.76,278.94,322.68,97.60,1.52,2460461.39
3776295,"       (2017 NH)",,Y,Y,,0.3297,1.394,0.934,6.25,269.50,71.85,122.91,1.85,2460395.33
3776300,"       (2017 NK)",,Y,Y,,0.1216,0.9665,0.849,13.55,254.71,262.41,346.95,1.08,2460613.08
3776418,"       (2017 NK2)",,Y,N,,0.3763,1.626,1.014,3.84,105.35,196.24,350.35,2.24,2457956.80
3776419,"       (2017 NL2)",,Y,N,,0.4363,1.838,1.036,18.67,285.21,331.05,341.38,2.64,2460647.60
3776549,"       (2017 NS5)",,Y,Y,,0.2572,0.9761,0.725,43.93,294.81,119.28,97.92,1.23,2460504.69
3776550,"       (2017 NT5)",,Y,N,,0.6762,1.868,0.605,6.04,293.49,89.03,284.68,3.13,2460795.60
3776647,"       (2017 NV5)",,Y,N,,0.6723,2.357,0.772,13.48,210.30,21.57,12.03,3.94,2460556.35
3776646,"       (2017 NW5)",,Y,N,,0.7095,3.044,0.884,28.99,149.70,186.48,124.33,5.20,2459930.47
3776648,"       (2017 NX5)",,Y,N,,0.5070,1.749,0.862,9.97,111.48,243.85,339.87,2.64,2457996.75
3776847,"       (2017 NL6)",,Y,N,,0.5837,2.76,1.149,7.21,314.07,56.56,196.93,4.37,2461359.33
3776849,"       (2017 NM6)",,Y,Y,,0.5683,2.358,1.018,55.50,289.81,349.43,6.06,3.70,2460578.23
3776848,"       (2017 NN6)",,Y,Y,,0.7385,2.232,0.584,7.80,95.21,99.79,76.77,3.88,2460340.69
3776850,"       (2017 NO6)",,Y,N,,0.1775,1.281,1.053,9.89,278.77,308.56,43.43,1.51,2457886.62
3776853,"       (2017 NQ6)",,Y,N,,0.3370,1.305,0.865,23.61,340.44,200.00,39.94,1.74,2460540.12
3776854,"       (2017 NR6)",,Y,N,,0.4921,1.32,0.671,4.92,130.28,267.60,224.79,1.97,2460808.66
3776855,"       (2017 NS6)",,Y,N,,0.4648,2.259,1.209,7.06,142.61,128.40,57.86,3.31,2460401.16
3776856,"       (2017 NT6)",,Y,N,,0.4185,1.899,1.105,6.76,287.07,355.22,282.26,2.69,2460806.98
3776857,"       (2017 NU6)",,Y,N,,0.5527,2.347,1.050,9.00,179.09,217.62,330.67,3.64,2460707.51
3778541,"       (2017 NB7)",,Y,N,,0.3715,1.616,1.016,5.25,124.13,190.57,180.41,2.22,2460974.86
3838922,"       (2017 NC7)",,Y,N,,0.4971,2.251,1.132,6.72,294.16,336.59,63.09,3.37,2460384.38
3776858,"       (2017 OA)",,Y,Y,,0.5696,1.809,0.779,4.12,226.98,147.90,318.52,2.84,2460702.92
3777454,"       (2017 OC)",,Y,N,,0.3450,1.7,1.113,14.94,278.17,1.53,100.65,2.29,2460374.21
3777455,"       (2017 OD)",,Y,N,,0.3928,1.742,1.057,34.98,291.82,14.08,50.74,2.43,2460482.18
3778066,"       (2017 OD1)",,Y,N,,0.4678,2.205,1.174,7.10,147.50,213.15,55.90,3.24,2460414.74
3778064,"       (2017 OE1)",,Y,N,,0.6816,2.407,0.766,1.02,90.44,280.75,347.56,4.05,2458003.65
3778068,"       (2017 OF1)",,Y,N,,0.3794,1.635,1.015,0.76,234.77,24.54,184.19,2.26,2460973.45
3778065,"       (2017 OG1)",,Y,N,,0.5122,2.158,1.053,7.31,292.34,357.71,104.94,3.26,2460263.00
3778067,"       (2017 OH1)",,Y,N,,0.6323,1.869,0.687,0.82,279.67,296.20,19.85,3.05,2457905.03
3778075,"       (2017 OL1)",,Y,Y,,0.6180,2.47,0.944,1.34,161.22,98.25,318.10,4.00,2460765.53
3778076,"       (2017 OM1)",,Y,N,,0.4466,0.9827,0.544,17.90,122.96,299.89,83.58,1.42,2460517.89
3778084,"       (2017 OO1)",,Y,N,,0.1376,0.8945,0.771,20.03,298.28,186.14,14.08,1.02,2460588.42
3778083,"       (2017 OP1)",,Y,N,,0.4909,1.972,1.004,6.65,123.83,149.19,10.11,2.94,2457934.09
3778542,"       (2017 OE7)",,Y,N,,0.2803,1.4,1.007,0.65,308.43,18.44,118.39,1.79,2460401.62
3778544,"       (2017 OF7)",,Y,N,,0.5012,2.128,1.061,9.72,136.52,181.75,113.15,3.19,2460244.21
3778539,"       (2017 OG7)",,Y,N,,0.4448,2.158,1.198,10.41,125.02,189.83,356.80,3.12,2457974.78
3778543,"       (2017 OH7)",,Y,N,,0.6350,2.829,1.033,13.82,300.11,344.46,188.90,4.63,2461426.70
3778540,"       (2017 OJ7)",,Y,N,,0.5448,1.166,0.531,20.85,304.28,124.56,302.45,1.80,2458034.03
3778557,"       (2017 OL7)",,Y,N,,0.4913,1.799,0.915,5.12,174.68,191.99,339.79,2.68,2458010.98
3778647,"       (2017 OR18)",,Y,N,,0.2994,1.85,1.296,4.00,278.76,48.05,308.77,2.40,2460731.34
3778620,"       (2017 OS18)",,Y,N,,0.3988,2.16,1.299,4.18,104.69,178.12,110.31,3.02,2460245.20
3778622,"       (2017 OT18)",,Y,N,,0.4671,2.329,1.241,21.04,299.64,44.97,2.13,3.42,2460592.82
3778624,"       (2017 OU18)",,Y,N,,0.3774,0.8257,0.514,30.38,302.21,185.25,40.71,1.14,2460569.51
3778621,"       (2017 OV18)",,Y,N,,0.3419,1.794,1.180,16.44,130.72,184.24,355.35,2.41,2457973.83
3778623,"       (2017 OW18)",,Y,N,,0.5707,2.57,1.103,2.57,282.01,27.08,270.79,4.04,2460973.35
3778625,"       (2017 OX18)",,Y,N,,0.5226,2.402,1.147,16.93,137.76,184.84,335.81,3.66,2460691.89
3778653,"       (2017 OJ19)",,Y,N,,0.4944,2.381,1.204,1.38,4.44,321.43,342.21,3.56,2460666.81
3778654,"       (2017 OK19)",,Y,N,,0.2503,1.478,1.108,24.52,312.43,284.73,57.03,1.85,2460496.48
3778655,"       (2017 OL19)",,Y,N,,0.1319,1.169,1.014,22.48,288.72,4.01,9.13,1.32,2457950.79
3778656,"       (2017 OM19)",,Y,N,,0.4897,1.913,0.976,7.94,115.21,128.33,20.16,2.85,2457907.35
3778657,"       (2017 ON19)",,Y,N,,0.4145,1.8,1.054,1.93,293.93,322.71,15.39,2.55,2460562.77
3778658,"       (2017 OO19)",,Y,N,,0.3420,1.307,0.860,2.59,261.91,312.89,357.72,1.75,2460603.96
3778659,"       (2017 OP19)",,Y,Y,,0.6627,2.856,0.963,18.71,207.91,166.20,159.58,4.75,2459818.95
3778660,"       (2017 OQ19)",,Y,N,,0.5099,2.443,1.197,13.77,139.35,208.83,308.10,3.69,2460801.58
3778661,"       (2017 OR19)",,Y,N,,0.1840,1.214,0.990,17.65,129.64,241.26,315.50,1.44,2458025.87
3779044,"       (2017 OZ19)",,Y,N,,0.4650,1.861,0.996,1.24,134.35,136.80,11.39,2.73,2457932.15
3779049,"       (2017 OA20)",,Y,N,,0.6259,2.441,0.913,2.70,84.09,160.29,15.53,3.97,2457901.37
3779047,"       (2017 OB20)",,Y,N,,0.2317,1.34,1.029,3.02,313.30,12.22,225.48,1.65,2460812.12
3779045,"       (2017 OC20)",,Y,N,,0.5282,2.182,1.029,11.03,130.39,150.79,7.39,3.33,2457939.34
3779046,"       (2017 OE20)",,Y,N,,0.0189,1.053,1.033,11.69,132.68,340.32,80.00,1.07,2460512.77
3779439,"       (2017 OU67)",,Y,N,,0.4479,2.187,1.207,8.73,117.93,200.13,80.64,3.17,2460335.84
3779437,"       (2017 OV67)",,Y,N,,0.4797,2.296,1.194,13.58,133.30,187.98,356.50,3.40,2457974.86
3779441,"       (2017 OW67)",,Y,N,,0.3681,1.616,1.021,33.21,325.94,260.83,238.03,2.21,2460854.74
3779440,"       (2017 OX67)",,Y,N,,0.5983,2.464,0.990,1.96,328.31,294.47,322.11,3.94,2460749.19
3779438,"       (2017 OY67)",,Y,N,,0.4615,2.346,1.263,11.27,308.39,0.64,1.79,3.43,2460593.97
3779444,"       (2017 OZ67)",,Y,N,,0.3158,1.389,0.950,5.36,120.66,120.69,35.26,1.83,2457904.95
3779443,"       (2017 OA68)",,Y,N,,0.2360,1.538,1.175,27.28,128.31,120.08,38.61,1.90,2457887.78
3779446,"       (2017 OB68)",,Y,N,,0.4618,2.285,1.230,8.57,303.41,342.08,8.07,3.34,2457938.23
3779470,"       (2017 OG68)",,Y,N,,0.4857,2.485,1.278,4.67,218.87,144.81,288.25,3.69,2460885.59
3779469,"       (2017 OH68)",,Y,N,,0.4447,2.253,1.251,8.60,155.99,204.95,35.34,3.25,2460479.26
3779468,"       (2017 OJ68)",,Y,N,,0.5854,2.756,1.142,7.29,133.00,193.79,207.82,4.37,2461306.74
3779523,"       (2017 OL68)",,Y,N,,0.3201,1.865,1.268,4.28,308.97,288.39,342.24,2.46,2460646.39
3780638,"       (2017 OP68)",,Y,N,,0.5870,2.494,1.030,14.75,353.59,335.60,293.06,3.96,2460868.05
3780639,"       (2017 OQ68)",,Y,N,,0.5071,2.441,1.203,2.26,2.63,7.69,305.39,3.68,2460811.80
3780641,"       (2017 OR68)",,Y,N,,0.1648,1.267,1.058,24.53,130.25,339.41,229.98,1.48,2460788.57
3780667,"       (2017 OS68)",,Y,N,,0.2123,1.498,1.180,23.38,141.99,246.34,287.61,1.82,2460735.13
3780665,"       (2017 OT68)",,Y,N,,0.4179,2.224,1.295,9.32,120.85,183.18,70.69,3.15,2460362.63
3780808,"       (2017 OV68)",,Y,N,,0.4267,2.127,1.220,5.56,355.13,301.62,126.63,3.04,2460201.84
3781351,"       (2017 OA69)",,Y,N,,0.2854,1.438,1.027,44.52,129.95,109.16,43.34,1.85,2457886.68
3781353,"       (2017 OC69)",,Y,N,,0.4967,2.402,1.209,6.41,328.10,34.40,342.52,3.59,2458030.51
3838905,"       (2017 OJ69)",,Y,N,,0.1537,1.514,1.281,11.46,332.95,310.05,341.50,1.75,2460635.45
3779442,"       (2017 PE)",,Y,N,,0.2319,1.044,0.802,7.72,314.50,118.26,177.82,1.29,2460408.11
3779447,"       (2017 PF)",,Y,N,,0.4973,2.184,1.098,1.77,322.76,20.14,74.74,3.27,2460355.76
3779445,"       (2017 PG)",,Y,N,,0.1972,1.321,1.060,18.97,131.70,215.02,336.37,1.58,2458002.89
3779471,"       (2017 PQ24)",,Y,N,,0.4429,1.461,0.814,8.44,320.41,92.92,343.98,2.11,2460629.21
3779473,"       (2017 PS24)",,Y,N,,0.2554,1.39,1.035,0.94,105.67,242.77,122.59,1.74,2460396.73
3779522,"       (2017 PW24)",,Y,N,,0.2984,1.808,1.269,52.95,314.18,31.09,346.21,2.35,2458005.53
3779524,"       (2017 PX24)",,Y,N,,0.3495,1.416,0.921,10.30,175.92,198.82,68.02,1.91,2460484.18
3780632,"       (2017 PD25)",,Y,N,,0.5389,2.199,1.014,2.28,311.67,30.56,66.79,3.38,2460379.53
3780633,"       (2017 PK25)",,Y,N,,0.4371,0.8139,0.458,25.87,140.79,324.33,174.03,1.17,2460470.85
3780640,"       (2017 PR25)",,Y,Y,,0.5964,2.397,0.968,13.35,182.66,141.50,332.89,3.83,2460702.58
3780642,"       (2017 PS25)",,Y,N,,0.5076,2.319,1.142,7.84,321.84,25.39,4.08,3.50,2460585.88
3780643,"       (2017 PT25)",,Y,N,,0.6997,2.232,0.670,9.92,228.64,7.32,70.26,3.79,2460362.87
3780645,"       (2017 PU25)",,Y,N,,0.5120,2.184,1.066,7.58,328.45,3.48,77.57,3.30,2460346.44
3780644,"       (2017 PV25)",,Y,N,,0.2290,1.063,0.820,1.83,303.77,116.04,124.10,1.31,2460462.52
3780668,"       (2017 PJ26)",,Y,N,,0.5495,2.547,1.148,22.42,350.30,1.17,268.92,3.95,2460976.22
3780666,"       (2017 PK26)",,Y,N,,0.5343,2.604,1.213,10.58,108.56,210.70,254.38,3.99,2461050.72
3780669,"       (2017 PL26)",,Y,N,,0.4617,1.745,0.939,2.10,226.54,144.88,21.95,2.55,2460549.17
3780672,"       (2017 PM26)",,Y,N,,0.4616,1.229,0.661,16.70,328.57,222.71,173.05,1.80,2460361.42
3780671,"       (2017 PN26)",,Y,N,,0.4086,2.121,1.254,4.70,359.15,350.70,105.41,2.99,2460270.22
3780670,"       (2017 PO26)",,Y,N,,0.5274,2.339,1.105,11.28,133.74,160.65,7.11,3.57,2457955.71
3780696,"       (2017 PV26)",,Y,Y,,0.6095,2.465,0.962,14.12,355.92,27.31,295.21,3.97,2460854.81
3780695,"       (2017 PW26)",,Y,N,,0.3955,0.9665,0.584,18.83,321.34,228.74,89.18,1.35,2457895.53
3780690,"       (2017 PX26)",,Y,N,,0.5859,2.598,1.076,5.65,134.97,188.24,256.40,4.12,2461040.65
3780705,"       (2017 PY26)",,Y,N,,0.6145,1.619,0.624,16.90,145.58,268.80,146.06,2.61,2460295.29
3780693,"       (2017 PZ26)",,Y,N,,0.3178,1.034,0.706,4.00,322.65,249.14,8.46,1.36,2460591.46
3780691,"       (2017 PA27)",,Y,N,,0.4978,2.363,1.187,5.32,208.19,128.39,349.30,3.54,2460639.93
3780694,"       (2017 PB27)",,Y,N,,0.4250,2.244,1.290,6.28,277.74,71.45,43.69,3.20,2460451.54
3780692,"       (2017 PC27)",,Y,N,,0.4665,2.165,1.155,9.13,172.25,162.58,89.59,3.17,2460310.98
3780731,"       (2017 PS30)",,Y,N,,0.5162,2.423,1.172,6.53,79.27,312.14,303.19,3.67,2460817.87
3780674,"       (2017 QA)",,Y,N,,0.0668,1.237,1.155,19.40,319.78,11.27,352.88,1.32,2457992.44
3780673,"       (2017 QB)",,Y,N,,0.4541,1.914,1.045,14.08,323.58,28.98,350.93,2.78,2458008.89
3780699,"       (2017 QK)",,Y,N,,0.4066,1.571,0.932,4.29,314.52,301.18,258.92,2.21,2460802.40
3780704,"       (2017 QL)",,Y,N,,0.4864,1.422,0.730,32.57,141.95,274.10,320.45,2.11,2458050.56
3780706,"       (2017 QM)",,Y,N,,0.1839,1.527,1.246,22.88,143.25,157.25,12.89,1.81,2457957.82
3780700,"       (2017 QN)",,Y,N,,0.2880,1.401,0.998,7.49,315.67,62.90,328.12,1.81,2458036.17
3780702,"       (2017 QO)",,Y,N,,0.1743,1.069,0.882,7.45,144.41,295.42,78.88,1.25,2460512.09
3780701,"       (2017 QP)",,Y,N,,0.3991,2.098,1.261,5.96,132.90,175.27,5.07,2.93,2457966.86
3780703,"       (2017 QQ)",,Y,N,,0.2232,0.8737,0.679,8.38,321.94,192.01,88.07,1.07,2460527.52
